groesse_cm,gewicht_kg,schuhgroesse,geschlecht,geschlecht_label
170,70.0,37,1,weiblich
180,96.9,42,0,männlich
169,75.5,39,1,weiblich
183,95.5,46,0,männlich
187,88.1,45,0,männlich
187,99.8,47,0,männlich
171,76.5,43,0,männlich
186,101.0,44,0,männlich
170,71.3,41,1,weiblich
178,59.8,39,0,männlich
178,73.6,39,1,weiblich
169,68.3,40,0,männlich
167,71.2,41,1,weiblich
189,85.1,46,0,männlich
179,67.1,42,0,männlich
178,85.4,44,0,männlich
181,83.5,42,0,männlich
172,81.8,43,0,männlich
180,71.5,42,0,männlich
172,62.3,41,0,männlich
188,78.6,44,0,männlich
168,59.0,40,1,weiblich
155,49.2,35,1,weiblich
177,78.8,41,0,männlich
159,52.8,36,1,weiblich
167,60.2,38,1,weiblich
183,87.8,43,0,männlich
174,77.9,43,0,männlich
166,70.1,40,1,weiblich
175,66.5,41,0,männlich
178,91.1,42,0,männlich
170,69.6,38,1,weiblich
170,66.0,39,1,weiblich
181,95.8,44,0,männlich
169,70.8,40,1,weiblich
167,60.5,38,1,weiblich
168,62.0,37,1,weiblich
166,67.2,40,1,weiblich
158,65.9,36,1,weiblich
179,82.4,42,0,männlich
168,82.0,41,1,weiblich
178,85.0,44,0,männlich
157,65.9,38,1,weiblich
182,92.7,43,0,männlich
163,66.7,37,1,weiblich
153,43.1,36,1,weiblich
185,100.7,44,0,männlich
175,75.1,43,0,männlich
154,54.9,34,1,weiblich
179,81.6,41,0,männlich
170,52.8,39,1,weiblich
177,77.8,39,1,weiblich
172,93.2,42,0,männlich
166,69.1,39,1,weiblich
183,78.2,43,0,männlich
166,65.7,38,1,weiblich
163,67.8,39,1,weiblich
176,79.5,39,0,männlich
177,91.6,42,0,männlich
183,89.0,45,0,männlich
179,88.5,41,1,weiblich
179,71.1,42,0,männlich
181,83.0,42,0,männlich
176,86.9,44,0,männlich
173,60.9,39,1,weiblich
185,96.2,41,0,männlich
184,92.7,43,0,männlich
178,98.2,42,0,männlich
186,95.3,44,0,männlich
167,56.1,38,1,weiblich
161,72.3,39,0,männlich
164,69.2,36,1,weiblich
170,86.7,40,0,männlich
166,64.4,40,1,weiblich
174,95.3,43,0,männlich
181,89.4,42,0,männlich
187,89.7,44,0,männlich
157,60.8,36,1,weiblich
162,56.7,38,1,weiblich
183,93.8,43,0,männlich
167,78.4,38,1,weiblich
170,68.7,39,1,weiblich
167,62.6,37,1,weiblich
157,60.2,37,1,weiblich
177,84.8,43,0,männlich
174,84.6,43,0,männlich
175,86.1,42,0,männlich
179,83.4,43,0,männlich
168,69.8,39,1,weiblich
160,62.6,37,1,weiblich
183,82.3,45,0,männlich
182,94.8,43,0,männlich
178,88.7,44,0,männlich
166,69.7,39,0,männlich
166,76.4,40,1,weiblich
172,80.5,41,1,weiblich
184,76.6,46,0,männlich
180,90.6,47,0,männlich
176,75.8,41,0,männlich
176,77.5,42,0,männlich
183,84.8,44,0,männlich
179,84.2,42,0,männlich
189,99.8,47,0,männlich
173,78.0,40,1,weiblich
167,76.3,41,0,männlich
175,67.8,40,1,weiblich
180,87.8,43,0,männlich
175,98.8,44,0,männlich
156,46.8,35,1,weiblich
186,86.2,43,0,männlich
167,67.6,38,1,weiblich
158,59.3,36,1,weiblich
176,78.3,41,0,männlich
175,82.2,41,1,weiblich
176,68.5,42,0,männlich
178,81.6,43,0,männlich
182,80.3,43,0,männlich
166,58.3,36,1,weiblich
183,80.5,43,0,männlich
177,90.6,42,0,männlich
167,61.0,38,1,weiblich
187,75.5,44,0,männlich
158,70.2,39,1,weiblich
174,65.1,39,0,männlich
192,105.0,45,0,männlich
167,72.0,38,1,weiblich
174,58.6,40,1,weiblich
181,90.8,45,0,männlich
167,81.4,38,1,weiblich
171,85.7,43,0,männlich
179,77.8,43,0,männlich
168,71.6,38,1,weiblich
169,66.1,41,1,weiblich
165,62.2,39,1,weiblich
168,61.7,38,1,weiblich
185,99.2,44,0,männlich
163,62.6,37,1,weiblich
183,85.0,44,0,männlich
163,62.7,38,1,weiblich
177,86.0,45,0,männlich
168,62.3,36,1,weiblich
180,78.1,43,0,männlich
159,63.1,37,1,weiblich
176,79.4,44,0,männlich
190,101.2,44,0,männlich
181,91.1,43,0,männlich
192,91.6,44,0,männlich
178,75.5,40,1,weiblich
187,90.1,44,0,männlich
174,81.7,42,0,männlich
169,75.0,41,1,weiblich
169,72.8,38,1,weiblich
189,100.5,45,0,männlich
186,83.4,43,0,männlich
173,72.7,42,0,männlich
161,55.9,36,1,weiblich
188,96.2,43,0,männlich
183,91.3,44,0,männlich
177,81.9,43,0,männlich
170,65.6,39,1,weiblich
168,73.1,38,1,weiblich
186,86.1,44,0,männlich
185,78.3,42,0,männlich
170,61.6,40,1,weiblich
185,91.5,42,0,männlich
161,61.8,38,1,weiblich
165,70.7,39,1,weiblich
160,53.7,37,1,weiblich
185,69.2,45,0,männlich
160,69.1,39,1,weiblich
180,83.8,44,0,männlich
187,99.3,44,0,männlich
177,75.7,42,0,männlich
189,91.3,44,0,männlich
169,79.7,40,1,weiblich
176,81.1,43,0,männlich
184,104.1,46,0,männlich
162,64.2,40,1,weiblich
194,97.4,48,0,männlich
169,70.7,41,1,weiblich
164,71.0,37,1,weiblich
186,85.6,47,0,männlich
186,95.7,46,0,männlich
166,62.3,39,1,weiblich
172,71.9,41,1,weiblich
174,67.6,38,1,weiblich
181,83.4,44,0,männlich
182,92.2,45,0,männlich
180,82.1,44,0,männlich
177,69.8,41,0,männlich
180,67.8,42,0,männlich
163,67.2,39,1,weiblich
194,87.7,46,0,männlich
183,81.2,44,0,männlich
162,60.1,37,1,weiblich
161,72.7,38,1,weiblich
184,91.1,43,0,männlich
162,56.1,37,1,weiblich
182,88.9,44,0,männlich
157,48.2,36,1,weiblich
173,71.0,42,0,männlich
155,58.7,37,1,weiblich
173,80.9,42,0,männlich
193,93.3,48,0,männlich
165,64.8,37,1,weiblich
165,70.4,39,1,weiblich
185,105.8,44,0,männlich
163,70.1,38,1,weiblich
190,85.3,45,0,männlich
168,56.2,40,1,weiblich
164,78.4,38,1,weiblich
175,80.2,41,0,männlich
174,79.3,42,0,männlich
180,87.3,45,0,männlich
194,99.1,46,0,männlich
164,61.9,37,1,weiblich
184,91.3,46,0,männlich
159,65.1,39,0,männlich
156,54.1,38,1,weiblich
158,55.1,36,1,weiblich
173,83.8,39,1,weiblich
190,100.6,45,0,männlich
183,101.0,46,0,männlich
166,56.5,36,1,weiblich
167,61.1,39,1,weiblich
176,71.8,42,0,männlich
167,67.2,39,1,weiblich
165,77.1,38,1,weiblich
173,63.3,38,1,weiblich
168,64.6,37,1,weiblich
181,79.8,43,0,männlich
155,40.0,35,1,weiblich
167,54.3,37,1,weiblich
164,68.4,40,0,männlich
174,76.9,41,1,weiblich
151,46.3,33,1,weiblich
182,75.8,40,1,weiblich
192,110.2,47,0,männlich
165,69.5,39,1,weiblich
166,58.3,39,1,weiblich
184,80.7,45,0,männlich
167,55.3,38,1,weiblich
183,84.1,44,0,männlich
182,87.2,44,0,männlich
165,73.6,38,1,weiblich
170,70.7,40,0,männlich
182,86.9,42,0,männlich
176,81.5,45,0,männlich
174,70.2,40,1,weiblich
163,62.2,37,1,weiblich
164,66.5,37,0,männlich
184,90.8,46,0,männlich
158,50.8,36,1,weiblich
178,71.5,40,1,weiblich
173,82.3,41,0,männlich
163,53.7,37,1,weiblich
191,88.0,46,0,männlich
173,93.3,43,0,männlich
182,86.3,44,0,männlich
171,60.8,38,1,weiblich
165,66.6,37,1,weiblich
157,59.3,36,1,weiblich
178,71.4,39,1,weiblich
180,88.5,44,0,männlich
169,80.4,39,1,weiblich
168,59.6,39,1,weiblich
170,85.4,41,0,männlich
182,93.9,44,0,männlich
170,68.6,38,1,weiblich
189,95.2,47,0,männlich
163,53.7,38,1,weiblich
161,49.6,38,1,weiblich
182,93.8,44,0,männlich
172,72.4,39,1,weiblich
156,69.7,37,1,weiblich
174,63.1,39,1,weiblich
190,101.6,45,0,männlich
174,95.3,41,0,männlich
167,67.5,37,1,weiblich
177,74.9,39,1,weiblich
186,90.4,46,0,männlich
173,92.5,42,0,männlich
163,61.8,38,1,weiblich
177,88.7,41,0,männlich
173,81.6,42,0,männlich
158,71.3,39,1,weiblich
177,89.0,42,0,männlich
200,109.5,47,0,männlich
169,59.8,38,1,weiblich
163,64.9,37,1,weiblich
172,76.0,39,1,weiblich
169,82.2,41,0,männlich
171,69.8,36,1,weiblich
165,67.7,37,1,weiblich
170,73.0,41,1,weiblich
169,63.1,39,0,männlich
159,71.2,38,1,weiblich
159,66.2,37,1,weiblich
196,102.4,46,0,männlich
164,73.5,39,1,weiblich
174,71.1,41,0,männlich
177,84.0,42,0,männlich
181,76.9,44,0,männlich
167,53.3,37,1,weiblich
167,56.5,38,1,weiblich
180,82.1,43,0,männlich
171,72.1,41,0,männlich
179,77.3,45,0,männlich
177,78.9,42,0,männlich
159,68.3,37,1,weiblich
162,76.3,38,1,weiblich
161,63.9,36,1,weiblich
181,74.9,42,0,männlich
170,56.1,38,1,weiblich
164,73.2,38,1,weiblich
188,90.6,45,0,männlich
163,63.1,39,1,weiblich
177,67.4,41,0,männlich
178,83.7,41,0,männlich
164,59.5,37,1,weiblich
174,81.1,41,0,männlich
186,92.3,44,0,männlich
152,56.8,35,1,weiblich
159,67.4,36,1,weiblich
169,84.7,41,0,männlich
169,60.4,39,1,weiblich
174,87.2,41,0,männlich
162,63.8,39,1,weiblich
175,86.8,44,0,männlich
160,75.2,40,1,weiblich
171,75.1,42,0,männlich
178,80.4,41,0,männlich
161,58.6,40,1,weiblich
175,90.1,43,0,männlich
187,91.5,45,0,männlich
160,62.0,36,1,weiblich
167,63.9,40,1,weiblich
186,85.7,44,0,männlich
165,62.6,41,0,männlich
195,107.7,45,0,männlich
177,76.8,41,0,männlich
175,82.8,43,0,männlich
181,82.5,46,0,männlich
167,67.3,39,1,weiblich
168,66.0,38,1,weiblich
191,101.0,46,0,männlich
177,75.8,43,0,männlich
164,53.5,38,1,weiblich
184,75.7,45,0,männlich
172,87.2,41,0,männlich
160,47.0,35,1,weiblich
166,67.9,39,1,weiblich
155,58.0,35,1,weiblich
165,61.5,40,1,weiblich
167,79.5,41,0,männlich
163,70.7,39,1,weiblich
164,63.0,37,1,weiblich
188,84.0,44,0,männlich
179,72.3,42,0,männlich
176,92.3,41,0,männlich
176,78.4,39,0,männlich
159,47.0,36,1,weiblich
186,91.8,44,0,männlich
165,66.4,37,1,weiblich
175,76.7,44,0,männlich
186,85.3,46,0,männlich
158,66.8,35,1,weiblich
173,71.2,39,1,weiblich
181,72.9,43,0,männlich
163,74.4,38,1,weiblich
166,64.0,38,1,weiblich
187,100.5,46,0,männlich
185,88.8,43,0,männlich
155,52.2,34,1,weiblich
166,64.4,38,1,weiblich
155,61.4,36,1,weiblich
167,58.3,38,1,weiblich
153,61.3,35,1,weiblich
189,89.8,46,0,männlich
162,55.6,38,1,weiblich
183,74.6,42,0,männlich
168,66.2,38,1,weiblich
159,58.6,36,1,weiblich
177,72.7,41,1,weiblich
173,78.9,40,1,weiblich
173,63.2,38,1,weiblich
187,96.1,43,0,männlich
173,74.4,42,0,männlich
157,61.9,35,1,weiblich
152,52.0,35,1,weiblich
166,60.5,39,1,weiblich
162,64.1,39,1,weiblich
161,56.5,35,1,weiblich
169,75.0,39,1,weiblich
161,63.6,38,1,weiblich
187,79.6,45,0,männlich
169,59.9,39,1,weiblich
164,62.5,35,1,weiblich
181,87.8,41,0,männlich
177,84.1,42,0,männlich
164,68.1,39,1,weiblich
174,78.5,41,0,männlich
177,86.2,42,0,männlich
168,55.7,38,1,weiblich
145,42.4,35,1,weiblich
165,66.0,35,1,weiblich
188,95.5,45,0,männlich
179,79.4,44,0,männlich
160,64.9,39,1,weiblich
168,62.3,39,1,weiblich
162,69.5,38,1,weiblich
168,80.8,39,1,weiblich
184,86.4,44,0,männlich
172,65.5,39,1,weiblich
181,72.7,39,1,weiblich
168,66.9,39,1,weiblich
160,58.5,38,1,weiblich
161,73.3,38,1,weiblich
189,92.4,45,0,männlich
175,87.1,43,0,männlich
186,91.1,47,0,männlich
174,83.5,41,0,männlich
179,92.0,42,0,männlich
186,87.5,45,0,männlich
179,95.3,44,0,männlich
167,75.8,40,0,männlich
176,86.8,39,1,weiblich
187,82.9,45,0,männlich
177,68.2,41,0,männlich
167,51.9,38,1,weiblich
178,70.1,41,1,weiblich
178,83.3,43,0,männlich
182,72.1,42,0,männlich
171,73.5,39,1,weiblich
180,95.1,43,0,männlich
183,74.1,40,0,männlich
157,48.3,35,1,weiblich
166,54.8,36,1,weiblich
184,90.3,46,0,männlich
176,76.4,42,0,männlich
158,58.2,37,1,weiblich
166,72.3,37,1,weiblich
160,72.9,38,1,weiblich
182,85.8,43,0,männlich
185,77.0,44,0,männlich
158,54.3,35,1,weiblich
181,80.3,43,0,männlich
166,66.3,39,1,weiblich
180,78.2,43,0,männlich
184,73.9,42,0,männlich
168,60.4,41,1,weiblich
183,82.7,42,0,männlich
181,91.3,41,0,männlich
174,73.3,41,1,weiblich
164,47.9,37,1,weiblich
176,67.8,41,0,männlich
180,68.4,41,1,weiblich
181,84.1,43,0,männlich
179,73.9,42,0,männlich
166,74.9,37,1,weiblich
172,80.9,38,1,weiblich
163,63.6,39,1,weiblich
177,90.9,43,0,männlich
168,77.9,40,1,weiblich
185,83.0,43,0,männlich
163,64.0,39,1,weiblich
176,67.8,43,0,männlich
175,80.1,43,0,männlich
163,70.1,38,1,weiblich
159,57.7,37,1,weiblich
167,64.4,38,1,weiblich
166,73.5,38,1,weiblich
180,88.3,44,0,männlich
186,79.3,45,0,männlich
181,80.8,41,0,männlich
192,74.9,46,0,männlich
162,72.2,37,1,weiblich
168,66.6,39,1,weiblich
177,85.8,42,0,männlich
162,71.9,36,1,weiblich
153,60.6,36,1,weiblich
169,76.1,40,1,weiblich
168,75.9,40,1,weiblich
184,85.4,44,0,männlich
175,80.5,41,0,männlich
175,78.6,42,0,männlich
166,57.0,39,1,weiblich
172,81.3,40,0,männlich
186,96.8,46,0,männlich
163,66.3,37,1,weiblich
168,79.5,40,1,weiblich
184,84.1,44,0,männlich
181,82.2,43,0,männlich
180,83.8,45,0,männlich
172,69.8,39,1,weiblich
167,60.9,38,1,weiblich
172,62.7,37,1,weiblich
159,60.2,36,1,weiblich
167,61.2,38,1,weiblich
190,98.0,47,0,männlich
175,66.9,39,1,weiblich
157,59.5,36,1,weiblich
171,65.7,38,1,weiblich
162,58.2,35,1,weiblich
178,94.9,42,0,männlich
176,85.6,42,0,männlich
171,71.0,37,1,weiblich
160,66.0,37,1,weiblich
168,68.2,38,1,weiblich
178,89.1,42,0,männlich
165,72.8,40,1,weiblich
174,84.5,41,0,männlich
179,91.1,44,0,männlich
179,81.4,42,0,männlich
164,58.8,37,1,weiblich
160,60.0,36,1,weiblich
164,70.3,38,1,weiblich
183,86.3,45,0,männlich
170,72.2,42,0,männlich
165,64.4,39,1,weiblich
186,90.6,45,0,männlich
161,64.7,38,1,weiblich
184,90.0,44,0,männlich
159,65.8,37,1,weiblich
178,77.7,45,0,männlich
175,77.1,40,0,männlich
167,59.7,37,1,weiblich
176,77.6,40,0,männlich
186,105.1,44,0,männlich
172,83.0,44,0,männlich
167,85.3,39,1,weiblich
160,62.7,37,1,weiblich
183,81.0,46,0,männlich
167,69.6,39,1,weiblich
172,80.1,42,0,männlich
172,78.1,42,0,männlich
174,62.3,38,1,weiblich
167,61.6,38,1,weiblich
178,72.2,43,0,männlich
183,87.3,44,0,männlich
170,68.5,39,1,weiblich
182,95.4,44,0,männlich
185,85.3,44,0,männlich
167,79.9,41,1,weiblich
166,61.8,38,1,weiblich
187,94.7,44,0,männlich
174,81.9,41,0,männlich
159,63.5,37,1,weiblich
155,59.8,36,1,weiblich
156,49.0,35,1,weiblich
182,77.2,40,0,männlich
165,58.7,36,1,weiblich
172,76.6,41,0,männlich
189,98.4,46,0,männlich
173,70.5,38,1,weiblich
154,52.6,36,1,weiblich
170,66.3,37,1,weiblich
171,66.0,38,1,weiblich
158,57.2,36,1,weiblich
185,90.7,42,0,männlich
173,81.5,43,0,männlich
156,61.0,36,1,weiblich
182,83.1,42,1,weiblich
162,65.9,38,1,weiblich
166,64.0,39,1,weiblich
188,88.4,43,0,männlich
194,108.4,45,0,männlich
166,68.5,38,1,weiblich
161,69.9,37,1,weiblich
181,74.9,42,0,männlich
168,69.1,40,1,weiblich
179,70.0,41,0,männlich
166,71.8,37,1,weiblich
177,72.9,41,0,männlich
187,89.7,45,0,männlich
166,72.8,38,1,weiblich
165,52.3,35,1,weiblich
161,50.2,36,1,weiblich
195,105.6,46,0,männlich
185,91.9,44,0,männlich
177,82.9,43,0,männlich
172,72.1,39,1,weiblich
190,86.5,43,0,männlich
189,87.9,43,0,männlich
189,99.6,43,0,männlich
181,93.5,43,0,männlich
193,95.4,45,0,männlich
166,51.2,37,1,weiblich
165,66.1,38,1,weiblich
157,55.6,36,1,weiblich
174,76.4,40,1,weiblich
177,83.0,44,0,männlich
177,76.6,41,0,männlich
158,57.8,37,1,weiblich
168,59.1,37,1,weiblich
180,97.4,40,1,weiblich
184,88.2,44,0,männlich
184,91.3,42,0,männlich
183,92.7,41,0,männlich
160,59.9,37,1,weiblich
182,78.8,44,0,männlich
154,62.1,36,1,weiblich
175,79.0,42,0,männlich
164,58.7,37,1,weiblich
169,74.5,39,1,weiblich
157,58.8,37,1,weiblich
181,80.6,44,0,männlich
176,75.2,42,0,männlich
176,66.6,42,0,männlich
182,105.0,43,0,männlich
177,86.7,42,0,männlich
180,77.0,43,0,männlich
160,79.2,39,1,weiblich
181,82.0,41,0,männlich
163,70.0,41,0,männlich
169,67.5,38,1,weiblich
166,67.1,38,1,weiblich
170,69.5,40,1,weiblich
188,99.0,43,0,männlich
161,63.8,37,1,weiblich
184,92.7,44,0,männlich
167,68.7,37,1,weiblich
173,76.1,41,0,männlich
179,92.1,44,0,männlich
176,72.0,40,1,weiblich
170,66.6,41,0,männlich
170,71.7,39,1,weiblich
163,83.7,38,1,weiblich
183,104.0,48,0,männlich
167,66.8,39,1,weiblich
160,64.0,36,1,weiblich
170,68.6,38,1,weiblich
162,73.9,37,1,weiblich
171,87.6,39,1,weiblich
177,86.6,41,0,männlich
191,91.0,46,0,männlich
168,73.1,39,1,weiblich
183,92.6,45,0,männlich
176,71.6,41,0,männlich
191,105.5,46,0,männlich
159,58.1,37,1,weiblich
185,89.5,45,0,männlich
157,61.9,38,1,weiblich
187,90.6,46,0,männlich
166,59.9,38,1,weiblich
156,71.7,37,1,weiblich
157,50.6,34,1,weiblich
182,85.5,43,0,männlich
163,56.2,37,1,weiblich
163,61.8,36,1,weiblich
178,82.2,43,0,männlich
173,70.0,41,0,männlich
172,70.3,39,1,weiblich
182,77.1,44,0,männlich
168,73.1,39,1,weiblich
181,87.5,44,0,männlich
184,86.4,45,0,männlich
171,62.9,40,1,weiblich
179,80.1,45,0,männlich
180,84.4,45,0,männlich
179,89.6,43,0,männlich
176,80.9,41,1,weiblich
164,56.1,37,1,weiblich
178,80.9,40,1,weiblich
179,80.2,46,0,männlich
175,93.4,42,0,männlich
189,94.1,45,0,männlich
160,61.6,38,1,weiblich
173,81.1,44,0,männlich
159,49.0,36,1,weiblich
165,61.2,36,1,weiblich
170,100.3,44,0,männlich
166,66.7,41,0,männlich
171,70.6,40,1,weiblich
188,102.0,44,0,männlich
175,97.5,45,0,männlich
159,65.5,36,1,weiblich
158,53.5,37,1,weiblich
173,80.2,43,0,männlich
167,75.5,40,0,männlich
168,67.5,40,1,weiblich
189,104.6,46,0,männlich
190,101.2,44,0,männlich
161,55.4,37,1,weiblich
178,75.4,40,0,männlich
168,71.3,38,1,weiblich
167,66.7,40,0,männlich
170,84.5,42,0,männlich
163,53.8,39,1,weiblich
189,90.7,44,0,männlich
188,83.5,45,0,männlich
176,64.5,42,0,männlich
176,76.0,42,0,männlich
190,97.3,46,0,männlich
178,91.6,43,0,männlich
155,43.6,35,1,weiblich
179,87.1,41,1,weiblich
155,57.6,37,1,weiblich
183,103.4,46,0,männlich
179,76.3,41,0,männlich
174,82.6,42,0,männlich
160,60.9,39,1,weiblich
169,61.5,39,1,weiblich
150,47.1,34,1,weiblich
171,80.0,40,1,weiblich
181,82.7,41,0,männlich
182,99.7,43,0,männlich
178,74.9,42,1,weiblich
188,91.4,45,0,männlich
174,73.6,42,0,männlich
172,82.0,40,1,weiblich
188,87.1,45,0,männlich
178,94.6,43,0,männlich
170,79.6,42,0,männlich
174,70.4,39,1,weiblich
175,89.3,43,0,männlich
171,68.9,42,0,männlich
178,87.7,43,0,männlich
176,64.7,39,1,weiblich
189,96.3,45,0,männlich
172,86.0,41,0,männlich
173,84.5,41,0,männlich
187,95.3,45,0,männlich
197,103.3,45,0,männlich
157,52.4,36,1,weiblich
175,62.0,38,1,weiblich
185,85.3,43,0,männlich
171,68.5,40,0,männlich
161,77.3,38,1,weiblich
178,98.7,42,0,männlich
182,100.9,45,0,männlich
167,58.2,36,1,weiblich
182,104.2,45,0,männlich
186,67.7,43,0,männlich
161,51.6,36,1,weiblich
183,81.3,44,0,männlich
184,87.4,45,0,männlich
188,83.6,45,0,männlich
156,70.7,36,1,weiblich
167,55.1,39,1,weiblich
185,88.3,43,0,männlich
178,80.6,44,0,männlich
161,62.2,36,1,weiblich
163,62.5,37,1,weiblich
164,66.5,37,1,weiblich
180,85.5,42,0,männlich
166,57.3,37,1,weiblich
165,65.2,37,1,weiblich
168,65.5,39,1,weiblich
188,91.9,44,0,männlich
173,87.6,44,0,männlich
181,86.4,45,0,männlich
163,66.4,36,1,weiblich
165,64.3,39,1,weiblich
167,72.6,40,1,weiblich
182,91.1,46,0,männlich
171,83.3,40,0,männlich
167,49.5,38,1,weiblich
163,52.7,37,1,weiblich
183,97.2,43,0,männlich
181,99.5,44,0,männlich
189,86.8,44,0,männlich
170,69.7,38,1,weiblich
176,83.5,42,0,männlich
174,89.7,44,0,männlich
169,76.7,39,1,weiblich
173,78.1,38,1,weiblich
186,109.1,46,0,männlich
160,58.3,36,1,weiblich
158,50.5,35,1,weiblich
154,51.5,36,1,weiblich
162,52.8,36,1,weiblich
166,81.2,38,1,weiblich
171,70.5,40,0,männlich
185,88.5,43,0,männlich
184,90.6,44,0,männlich
166,56.4,40,1,weiblich
181,93.8,43,0,männlich
173,96.5,44,0,männlich
176,97.7,43,0,männlich
161,68.9,38,1,weiblich
169,66.3,40,1,weiblich
169,58.3,40,1,weiblich
172,100.0,42,0,männlich
180,92.7,44,0,männlich
192,109.1,46,0,männlich
164,80.6,41,0,männlich
158,57.9,38,1,weiblich
173,78.6,41,1,weiblich
193,89.2,44,0,männlich
161,52.9,36,1,weiblich
178,84.8,43,0,männlich
164,69.2,38,1,weiblich
167,63.5,39,1,weiblich
183,97.0,44,0,männlich
163,61.2,39,1,weiblich
176,79.1,44,0,männlich
180,73.8,44,0,männlich
177,98.3,42,0,männlich
187,85.8,44,0,männlich
165,72.2,40,1,weiblich
179,83.8,43,0,männlich
160,56.5,39,1,weiblich
162,65.8,36,1,weiblich
168,79.9,38,1,weiblich
182,86.3,43,0,männlich
160,62.7,38,1,weiblich
175,76.1,41,1,weiblich
183,93.5,45,0,männlich
162,54.7,37,1,weiblich
181,74.5,43,0,männlich
180,77.6,43,0,männlich
162,60.6,38,1,weiblich
184,84.3,42,0,männlich
159,75.4,38,1,weiblich
174,69.9,39,1,weiblich
179,94.0,44,0,männlich
159,66.7,37,1,weiblich
159,61.4,36,1,weiblich
161,68.0,39,1,weiblich
191,105.4,48,0,männlich
183,74.8,45,0,männlich
160,62.7,37,1,weiblich
172,69.9,41,1,weiblich
188,84.6,46,0,männlich
184,90.9,44,0,männlich
176,82.4,41,1,weiblich
181,93.2,44,0,männlich
187,92.6,43,0,männlich
168,66.7,38,1,weiblich
182,87.6,44,0,männlich
169,74.1,38,1,weiblich
168,78.9,39,1,weiblich
168,85.9,42,1,weiblich
159,68.8,40,1,weiblich
188,93.0,45,0,männlich
159,75.8,38,1,weiblich
174,70.0,40,1,weiblich
171,68.9,40,1,weiblich
182,90.8,44,0,männlich
166,69.7,37,1,weiblich
176,67.5,40,1,weiblich
162,61.4,41,0,männlich
160,59.8,36,1,weiblich
172,64.4,38,1,weiblich
175,77.7,41,1,weiblich
165,69.3,38,1,weiblich
174,94.5,42,0,männlich
170,81.3,40,0,männlich
168,63.9,36,1,weiblich
162,67.3,35,1,weiblich
174,55.9,40,0,männlich
159,62.7,37,1,weiblich
183,104.9,42,0,männlich
161,53.6,35,1,weiblich
169,81.6,39,1,weiblich
163,52.8,39,1,weiblich
177,84.5,41,0,männlich
182,83.7,42,0,männlich
164,66.5,39,1,weiblich
177,91.4,43,0,männlich
172,80.7,40,1,weiblich
166,60.7,39,1,weiblich
184,103.1,46,0,männlich
171,65.9,42,0,männlich
171,77.4,38,1,weiblich
160,59.8,38,1,weiblich
165,72.3,39,0,männlich
181,79.7,45,0,männlich
167,62.5,37,1,weiblich
182,94.5,42,0,männlich
163,66.3,39,1,weiblich
176,83.9,41,0,männlich
162,74.9,39,1,weiblich
188,72.8,44,0,männlich
173,85.1,41,0,männlich
159,63.1,36,1,weiblich
185,86.7,45,0,männlich
168,81.9,37,1,weiblich
181,78.9,43,0,männlich
176,79.5,43,0,männlich
185,81.8,43,0,männlich
185,80.8,43,0,männlich
178,90.2,44,0,männlich
162,59.9,35,1,weiblich
171,72.5,38,1,weiblich
179,96.4,42,0,männlich
183,96.0,43,0,männlich
164,55.0,36,1,weiblich
189,106.5,46,0,männlich
180,89.7,43,0,männlich
166,61.6,39,1,weiblich
162,51.6,35,1,weiblich
162,71.5,36,1,weiblich
170,79.2,41,1,weiblich
166,58.9,38,1,weiblich
162,69.1,38,1,weiblich
166,66.4,39,1,weiblich
173,79.1,41,0,männlich
176,78.1,43,0,männlich
163,67.0,39,1,weiblich
179,64.1,42,0,männlich
183,96.8,43,0,männlich
177,80.9,43,0,männlich
158,62.4,38,1,weiblich
174,96.7,43,0,männlich
189,94.0,44,0,männlich
160,50.1,36,1,weiblich
162,55.5,37,1,weiblich
178,98.5,45,0,männlich
174,78.6,41,0,männlich
178,79.8,42,0,männlich
181,76.9,44,0,männlich
176,68.8,42,0,männlich
169,69.3,39,1,weiblich
191,79.2,43,0,männlich
193,95.8,46,0,männlich
184,68.5,44,0,männlich
192,94.8,47,0,männlich
181,96.6,43,0,männlich
173,78.5,41,1,weiblich
162,64.2,37,1,weiblich
180,84.3,42,0,männlich
155,55.8,36,1,weiblich
187,85.3,45,0,männlich
187,92.3,44,0,männlich
165,68.6,39,1,weiblich
167,76.7,38,1,weiblich
169,75.0,37,1,weiblich
195,115.1,48,0,männlich
190,98.8,45,0,männlich
162,54.2,37,1,weiblich
181,90.0,46,0,männlich
187,91.0,46,0,männlich
157,66.8,36,1,weiblich
170,83.4,39,1,weiblich
169,48.8,36,1,weiblich
172,66.8,41,0,männlich
172,79.4,42,0,männlich
163,62.1,37,1,weiblich
187,98.6,45,0,männlich
165,56.3,38,1,weiblich
187,97.7,45,0,männlich
168,76.0,39,1,weiblich
161,51.4,36,1,weiblich
165,54.7,40,1,weiblich
172,78.6,41,0,männlich
162,75.9,36,1,weiblich
